Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2012-144806,06-12-2012,11-12-2012,Standard Class,Gary Hwang,Consumer,United States,Tucson,Arizona,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,6,0.2,48.9516
CA-2012-144806,06-12-2012,11-12-2012,Standard Class,Gary Hwang,Consumer,United States,Tucson,Arizona,Office Supplies,Paper,Xerox 1970,19.92,5,0.2,6.723
CA-2012-144806,06-12-2012,11-12-2012,Standard Class,Gary Hwang,Consumer,United States,Tucson,Arizona,Office Supplies,Paper,Xerox 1960,198.272,8,0.2,61.96
CA-2012-144806,06-12-2012,11-12-2012,Standard Class,Gary Hwang,Consumer,United States,Tucson,Arizona,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.104,6,0.2,-58.6872
CA-2012-144806,06-12-2012,11-12-2012,Standard Class,Gary Hwang,Consumer,United States,Tucson,Arizona,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092
CA-2014-159884,01-09-2014,06-09-2014,Standard Class,Jeremy Farry,Consumer,United States,Tempe,Arizona,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,1,0.2,0.8058
CA-2014-159884,01-09-2014,06-09-2014,Standard Class,Jeremy Farry,Consumer,United States,Tempe,Arizona,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3,0.2,2.7222
CA-2014-124086,11-02-2014,15-02-2014,Standard Class,Mike Pelletier,Home Office,United States,Laguna Niguel,California,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2,0.15,16.7986
CA-2011-107181,05-02-2011,09-02-2011,Standard Class,Deborah Brumfield,Home Office,United States,San Diego,California,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,3,0.2,29.0136
CA-2011-107181,05-02-2011,09-02-2011,Standard Class,Deborah Brumfield,Home Office,United States,San Diego,California,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0,16.0928
CA-2013-159345,18-06-2013,23-06-2013,Standard Class,Ivan Gibson,Consumer,United States,San Diego,California,Office Supplies,Paper,Xerox 1934,111.96,2,0,54.8604
CA-2012-111507,06-02-2012,13-02-2012,Standard Class,Victoria Wilson,Corporate,United States,Bellevue,Washington,Office Supplies,Art,Newell 310,5.28,3,0,1.5312
CA-2012-112116,16-03-2012,18-03-2012,Second Class,Jeremy Ellison,Consumer,United States,Seattle,Washington,Furniture,Tables,KI Adjustable-Height Table,171.96,2,0,44.7096
CA-2013-126809,10-04-2013,14-04-2013,Standard Class,Edward Becker,Corporate,United States,Seattle,Washington,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,9,0.2,12.8151
CA-2011-105172,04-04-2011,09-04-2011,Standard Class,Paul Knutson,Home Office,United States,San Francisco,California,Office Supplies,Labels,Avery 518,18.9,6,0,9.072
CA-2014-107293,06-09-2014,07-09-2014,First Class,Christopher Schild,Home Office,United States,Seattle,Washington,Office Supplies,Art,Newell 333,2.78,1,0,0.7228
CA-2012-132101,19-03-2012,25-03-2012,Standard Class,Jesus Ocampo,Home Office,United States,Seattle,Washington,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3,0.2,39.6879
US-2014-152002,12-06-2014,12-06-2014,Same Day,Dianna Vittorini,Consumer,United States,Los Angeles,California,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0,60.2553
US-2011-157385,23-11-2011,25-11-2011,First Class,Sanjit Chand,Consumer,United States,Los Angeles,California,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,5,0.2,-67.941
US-2011-157385,23-11-2011,25-11-2011,First Class,Sanjit Chand,Consumer,United States,Los Angeles,California,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84,3,0,10.4832
US-2011-157385,23-11-2011,25-11-2011,First Class,Sanjit Chand,Consumer,United States,Los Angeles,California,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,1,0,6.2979
US-2011-157385,23-11-2011,25-11-2011,First Class,Sanjit Chand,Consumer,United States,Los Angeles,California,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44,2,0.2,23.84
CA-2012-122826,23-06-2012,25-06-2012,Second Class,Rick Duston,Consumer,United States,Olympia,Washington,Technology,Phones,Pyle PRT45 Retro Home Telephone,201.568,4,0.2,22.6764
CA-2011-117317,19-10-2011,19-10-2011,Same Day,Jeremy Farry,Consumer,United States,Los Angeles,California,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.44,3,0,6.5856
US-2013-115819,20-04-2013,25-04-2013,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,Technology,Phones,PowerGen Dual USB Car Charger,39.96,5,0.2,12.987
US-2013-115819,20-04-2013,25-04-2013,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,Office Supplies,Art,Newell 307,5.46,3,0,1.5288
US-2013-115819,20-04-2013,25-04-2013,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,0,21.228
US-2013-115819,20-04-2013,25-04-2013,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84,1,0.2,1.971
US-2013-115819,20-04-2013,25-04-2013,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0,10.224
US-2013-115819,20-04-2013,25-04-2013,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,Office Supplies,Binders,Avery Binder Labels,9.336,3,0.2,3.2676
CA-2011-156349,26-05-2011,30-05-2011,Standard Class,Marina Lichtenstein,Corporate,United States,Los Angeles,California,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,0.15,27.3568
CA-2011-156349,26-05-2011,30-05-2011,Standard Class,Marina Lichtenstein,Corporate,United States,Los Angeles,California,Technology,Phones,VTech DS6151,201.584,2,0.2,20.1584
CA-2011-156349,26-05-2011,30-05-2011,Standard Class,Marina Lichtenstein,Corporate,United States,Los Angeles,California,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,2,0.2,31.494
CA-2014-138380,22-12-2014,26-12-2014,Standard Class,Yana Sorensen,Corporate,United States,Oakland,California,Office Supplies,Storage,Letter Size Cart,1000.02,7,0,290.0058
CA-2014-108560,09-07-2014,16-07-2014,Standard Class,Jenna Caffey,Consumer,United States,Kent,Washington,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23
CA-2014-108560,09-07-2014,16-07-2014,Standard Class,Jenna Caffey,Consumer,United States,Kent,Washington,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,0,385.3752
CA-2014-108560,09-07-2014,16-07-2014,Standard Class,Jenna Caffey,Consumer,United States,Kent,Washington,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.168,2,0.2,7.8192
CA-2014-108560,09-07-2014,16-07-2014,Standard Class,Jenna Caffey,Consumer,United States,Kent,Washington,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50,2,0,10.5
CA-2012-157084,19-12-2012,24-12-2012,Standard Class,James Galang,Consumer,United States,Los Angeles,California,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5,0.2,84.495
CA-2012-157084,19-12-2012,24-12-2012,Standard Class,James Galang,Consumer,United States,Los Angeles,California,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,3,0,556.974
CA-2011-168984,26-11-2011,02-12-2011,Standard Class,Natalie Webber,Consumer,United States,Tigard,Oregon,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432
CA-2011-168984,26-11-2011,02-12-2011,Standard Class,Natalie Webber,Consumer,United States,Tigard,Oregon,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,5,0.2,-167.27
CA-2011-168984,26-11-2011,02-12-2011,Standard Class,Natalie Webber,Consumer,United States,Tigard,Oregon,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,4,0.2,-87.6672
CA-2012-111829,19-03-2012,20-03-2012,First Class,Fred Hopkins,Corporate,United States,Seattle,Washington,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,0,349.3392
CA-2012-111829,19-03-2012,20-03-2012,First Class,Fred Hopkins,Corporate,United States,Seattle,Washington,Technology,Copiers,Canon PC940 Copier,3149.93,7,0,1480.4671
CA-2012-111829,19-03-2012,20-03-2012,First Class,Fred Hopkins,Corporate,United States,Seattle,Washington,Office Supplies,Paper,Multicolor Computer Printout Paper,209.7,2,0,100.656
CA-2011-135699,29-08-2011,29-08-2011,Same Day,Hilary Holden,Corporate,United States,San Francisco,California,Office Supplies,Paper,Xerox 1940,109.92,2,0,53.8608
CA-2011-135699,29-08-2011,29-08-2011,Same Day,Hilary Holden,Corporate,United States,San Francisco,California,Office Supplies,Paper,Xerox 1986,13.36,2,0,6.4128
US-2014-132444,19-11-2014,22-11-2014,First Class,Christina DeMoss,Consumer,United States,Seattle,Washington,Office Supplies,Storage,Eldon Portable Mobile Manager,169.68,6,0,45.8136
US-2014-132444,19-11-2014,22-11-2014,First Class,Christina DeMoss,Consumer,United States,Seattle,Washington,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0,54.3332
US-2014-132444,19-11-2014,22-11-2014,First Class,Christina DeMoss,Consumer,United States,Seattle,Washington,Office Supplies,Fasteners,Binder Clips by OIC,2.96,2,0,1.4208
US-2014-132444,19-11-2014,22-11-2014,First Class,Christina DeMoss,Consumer,United States,Seattle,Washington,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.448,2,0.2,2.9568
US-2014-132444,19-11-2014,22-11-2014,First Class,Christina DeMoss,Consumer,United States,Seattle,Washington,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0,9.594
CA-2014-161809,21-01-2014,27-01-2014,Standard Class,Thea Hendricks,Consumer,United States,Los Angeles,California,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,3,0.2,10.0485
CA-2014-127285,31-10-2014,07-11-2014,Standard Class,Michelle Moray,Consumer,United States,Seattle,Washington,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,3,0.2,27.735
CA-2014-127285,31-10-2014,07-11-2014,Standard Class,Michelle Moray,Consumer,United States,Seattle,Washington,Office Supplies,Binders,Cardinal Slant-D Ring Binders,13.904,2,0.2,5.214
CA-2013-107615,23-03-2013,26-03-2013,First Class,Robert Barroso,Corporate,United States,North Las Vegas,Nevada,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2,0,19.3314
CA-2013-122728,19-05-2013,25-05-2013,Standard Class,Eric Barreto,Consumer,United States,San Francisco,California,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0,26.07
CA-2013-122728,19-05-2013,25-05-2013,Standard Class,Eric Barreto,Consumer,United States,San Francisco,California,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,0,8.7906
US-2013-101497,30-09-2013,02-10-2013,Second Class,Pamela Stobb,Consumer,United States,Los Angeles,California,Office Supplies,Paper,Xerox 1887,18.97,1,0,9.1056
CA-2013-147585,08-11-2013,13-11-2013,Standard Class,Claudia Bergmann,Corporate,United States,San Francisco,California,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0,6.2244
CA-2012-148376,27-12-2012,31-12-2012,Standard Class,Arthur Gainer,Consumer,United States,Los Angeles,California,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,0,31.0184
CA-2012-148376,27-12-2012,31-12-2012,Standard Class,Arthur Gainer,Consumer,United States,Los Angeles,California,Office Supplies,Labels,Avery 497,21.56,7,0,10.3488
CA-2011-135657,03-06-2011,07-06-2011,Second Class,Steven Cartwright,Consumer,United States,Seattle,Washington,Furniture,Tables,KI Adjustable-Height Table,515.88,6,0,113.4936
CA-2011-139857,03-02-2011,07-02-2011,Standard Class,Cynthia Delaney,Home Office,United States,San Diego,California,Office Supplies,Fasteners,Staples,12.35,5,0,5.8045
CA-2013-106306,09-03-2013,09-03-2013,Same Day,Patrick Gardner,Consumer,United States,Glendale,Arizona,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,0.7,-7.1148
CA-2014-123491,31-10-2014,06-11-2014,Standard Class,Jamie Kunitz,Consumer,United States,San Francisco,California,Office Supplies,Labels,Avery 500,43.86,6,0,20.6142
CA-2014-123491,31-10-2014,06-11-2014,Standard Class,Jamie Kunitz,Consumer,United States,San Francisco,California,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704
CA-2014-123491,31-10-2014,06-11-2014,Standard Class,Jamie Kunitz,Consumer,United States,San Francisco,California,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",7.42,2,0,3.71
CA-2014-123491,31-10-2014,06-11-2014,Standard Class,Jamie Kunitz,Consumer,United States,San Francisco,California,Furniture,Chairs,"Global Leather Task Chair, Black",71.992,1,0.2,-0.8999
CA-2014-123491,31-10-2014,06-11-2014,Standard Class,Jamie Kunitz,Consumer,United States,San Francisco,California,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.567
CA-2014-123491,31-10-2014,06-11-2014,Standard Class,Jamie Kunitz,Consumer,United States,San Francisco,California,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,14,0,510.636
CA-2014-104003,08-10-2014,14-10-2014,Standard Class,Debra Catini,Consumer,United States,San Francisco,California,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,2,0.15,-14.4784
CA-2012-130204,03-09-2012,09-09-2012,Standard Class,David Bremer,Corporate,United States,San Francisco,California,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888
CA-2012-130204,03-09-2012,09-09-2012,Standard Class,David Bremer,Corporate,United States,San Francisco,California,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401
CA-2012-130204,03-09-2012,09-09-2012,Standard Class,David Bremer,Corporate,United States,San Francisco,California,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602
CA-2011-110527,09-08-2011,16-08-2011,Standard Class,Emily Ducich,Home Office,United States,San Diego,California,Office Supplies,Labels,Avery 494,20.88,8,0,9.6048
CA-2014-168837,15-10-2014,18-10-2014,First Class,Joni Wasserman,Consumer,United States,Oakland,California,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2,0,3.6894
CA-2014-116715,03-12-2014,06-12-2014,First Class,Victoria Wilson,Corporate,United States,San Francisco,California,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,9,0,151.0974
CA-2014-116715,03-12-2014,06-12-2014,First Class,Victoria Wilson,Corporate,United States,San Francisco,California,Office Supplies,Paper,Xerox 1940,109.92,2,0,53.8608
CA-2014-116715,03-12-2014,06-12-2014,First Class,Victoria Wilson,Corporate,United States,San Francisco,California,Office Supplies,Paper,Xerox 1962,8.56,2,0,3.852
CA-2012-130785,05-09-2012,09-09-2012,Standard Class,Arthur Gainer,Consumer,United States,San Diego,California,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.8392
CA-2012-130785,05-09-2012,09-09-2012,Standard Class,Arthur Gainer,Consumer,United States,San Diego,California,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038
CA-2012-130785,05-09-2012,09-09-2012,Standard Class,Arthur Gainer,Consumer,United States,San Diego,California,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964
CA-2012-105347,24-11-2012,28-11-2012,Standard Class,Darren Powers,Consumer,United States,Los Angeles,California,Office Supplies,Paper,Xerox 1919,368.91,9,0,180.7659
CA-2012-105347,24-11-2012,28-11-2012,Standard Class,Darren Powers,Consumer,United States,Los Angeles,California,Office Supplies,Art,Prang Colored Pencils,14.7,5,0,6.615
CA-2013-100965,08-07-2013,12-07-2013,Standard Class,Raymond Messe,Consumer,United States,San Jose,California,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5,0,73.321
CA-2013-149461,14-11-2013,20-11-2013,Standard Class,Adrian Shami,Home Office,United States,Auburn,Washington,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,1,0,1.5048
US-2013-116729,26-12-2013,29-12-2013,First Class,Grace Kelly,Corporate,United States,Los Angeles,California,Technology,Phones,Samsung Galaxy Note 2,2575.944,7,0.2,257.5944
US-2013-116729,26-12-2013,29-12-2013,First Class,Grace Kelly,Corporate,United States,Los Angeles,California,Office Supplies,Paper,Xerox 225,45.36,7,0,21.7728
US-2013-116729,26-12-2013,29-12-2013,First Class,Grace Kelly,Corporate,United States,Los Angeles,California,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,254.24,7,0,76.272
CA-2012-131597,14-09-2012,18-09-2012,Standard Class,Stefania Perrino,Corporate,United States,Los Angeles,California,Furniture,Tables,KI Conference Tables,170.136,3,0.2,-8.5068
CA-2012-164833,04-06-2012,04-06-2012,Same Day,Lauren Leatherbury,Consumer,United States,Seattle,Washington,Office Supplies,Labels,Avery 501,7.38,2,0,3.4686
CA-2012-164833,04-06-2012,04-06-2012,Same Day,Lauren Leatherbury,Consumer,United States,Seattle,Washington,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,0,3.0558
CA-2012-125423,13-12-2012,15-12-2012,Second Class,Matt Collins,Consumer,United States,Los Angeles,California,Office Supplies,Labels,Avery 513,9.96,2,0,4.5816
CA-2013-167507,23-12-2013,29-12-2013,Standard Class,Sue Ann Reed,Consumer,United States,Redmond,Oregon,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10,0.7,-25.056
CA-2013-167507,23-12-2013,29-12-2013,Standard Class,Sue Ann Reed,Consumer,United States,Redmond,Oregon,Furniture,Furnishings,3M Hangers With Command Adhesive,11.84,4,0.2,3.108
CA-2013-167507,23-12-2013,29-12-2013,Standard Class,Sue Ann Reed,Consumer,United States,Redmond,Oregon,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.784,1,0.2,4.8416
US-2014-113852,30-07-2014,03-08-2014,Standard Class,Giulietta Weimer,Consumer,United States,Seattle,Washington,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0,11.7741
CA-2014-128370,11-09-2014,11-09-2014,Same Day,Frank Hawley,Corporate,United States,Los Angeles,California,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,0.2,27.1764
CA-2014-128370,11-09-2014,11-09-2014,Same Day,Frank Hawley,Corporate,United States,Los Angeles,California,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
CA-2011-114643,13-06-2011,17-06-2011,Standard Class,Filia McAdams,Corporate,United States,Los Angeles,California,Office Supplies,Art,Staples,14.52,3,0,4.7916
US-2013-100839,14-10-2013,18-10-2013,Standard Class,Noah Childs,Corporate,United States,Aurora,Colorado,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,0.5,-465.568
US-2013-100839,14-10-2013,18-10-2013,Standard Class,Noah Childs,Corporate,United States,Aurora,Colorado,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.368
CA-2014-118857,16-04-2014,19-04-2014,First Class,Adam Hart,Corporate,United States,Henderson,Nevada,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0,70.722
CA-2013-148201,27-08-2013,30-08-2013,Second Class,Charles Crestani,Consumer,United States,Seattle,Washington,Office Supplies,Paper,Xerox 1931,6.48,1,0,3.1104
CA-2011-116932,21-07-2011,25-07-2011,Standard Class,Michelle Ellison,Corporate,United States,San Francisco,California,Office Supplies,Art,Newell 334,99.2,5,0,25.792
CA-2011-116932,21-07-2011,25-07-2011,Standard Class,Michelle Ellison,Corporate,United States,San Francisco,California,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098
CA-2011-116932,21-07-2011,25-07-2011,Standard Class,Michelle Ellison,Corporate,United States,San Francisco,California,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,0.2,27.2848
CA-2014-142888,22-11-2014,26-11-2014,Standard Class,Benjamin Patterson,Consumer,United States,Spokane,Washington,Furniture,Tables,Safco Drafting Table,70.98,1,0,20.5842
CA-2014-118885,30-12-2014,03-01-2015,Standard Class,James Galang,Consumer,United States,Los Angeles,California,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.2764
CA-2014-118885,30-12-2014,03-01-2015,Standard Class,James Galang,Consumer,United States,Los Angeles,California,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782
CA-2013-147578,23-04-2013,27-04-2013,Second Class,Paul Gonzalez,Consumer,United States,San Francisco,California,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0,10.4148
CA-2011-157623,14-03-2011,18-03-2011,Standard Class,Dean Katz,Corporate,United States,Huntington Beach,California,Office Supplies,Paper,Xerox 1972,10.56,2,0,4.752
CA-2011-157623,14-03-2011,18-03-2011,Standard Class,Dean Katz,Corporate,United States,Huntington Beach,California,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0,1.2506
CA-2013-100083,25-11-2013,30-11-2013,Standard Class,Carol Darley,Consumer,United States,Medford,Oregon,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784,1,0.2,7.745
CA-2012-109197,31-12-2012,04-01-2013,Standard Class,Jas O'Carroll,Consumer,United States,Missoula,Montana,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495
CA-2014-167094,22-10-2014,23-10-2014,First Class,Damala Kotsonis,Corporate,United States,Springfield,Oregon,Office Supplies,Paper,Xerox 218,5.184,1,0.2,1.8144
CA-2014-167094,22-10-2014,23-10-2014,First Class,Damala Kotsonis,Corporate,United States,Springfield,Oregon,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,47.848
CA-2014-167094,22-10-2014,23-10-2014,First Class,Damala Kotsonis,Corporate,United States,Springfield,Oregon,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,0.2,6.745
CA-2012-157959,03-02-2012,04-02-2012,First Class,Rick Wilson,Corporate,United States,Los Angeles,California,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0,41.076
CA-2013-105963,16-11-2013,23-11-2013,Standard Class,Stewart Carmichael,Corporate,United States,Los Angeles,California,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,40.7499
CA-2014-126865,06-12-2014,08-12-2014,Second Class,Naresj Patel,Consumer,United States,San Diego,California,Office Supplies,Paper,Xerox 1960,92.94,3,0,41.823
CA-2014-102834,10-03-2014,14-03-2014,Standard Class,Lindsay Williams,Corporate,United States,San Francisco,California,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,0,69.993
US-2013-139710,10-06-2013,16-06-2013,Standard Class,Greg Matthias,Consumer,United States,Los Angeles,California,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665
CA-2014-121538,29-11-2014,02-12-2014,First Class,Rick Hansen,Consumer,United States,Denver,Colorado,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688
US-2014-101539,17-03-2014,19-03-2014,Second Class,Valerie Mitchum,Home Office,United States,Seattle,Washington,Office Supplies,Paper,Xerox 214,6.48,1,0,3.1104
US-2014-101539,17-03-2014,19-03-2014,Second Class,Valerie Mitchum,Home Office,United States,Seattle,Washington,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,0,1.8604
US-2014-101539,17-03-2014,19-03-2014,Second Class,Valerie Mitchum,Home Office,United States,Seattle,Washington,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,0.2,49.4982
CA-2013-152121,28-11-2013,30-11-2013,Second Class,Craig Carreira,Consumer,United States,Scottsdale,Arizona,Technology,Phones,Motorola Moto X,271.992,1,0.2,23.7993
CA-2014-101245,28-11-2014,04-12-2014,Standard Class,Lindsay Williams,Corporate,United States,San Francisco,California,Office Supplies,Paper,Tops White Computer Printout Paper,244.55,5,0,114.9385
CA-2014-101245,28-11-2014,04-12-2014,Standard Class,Lindsay Williams,Corporate,United States,San Francisco,California,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,0,59.8176
CA-2012-141768,25-05-2012,27-05-2012,Second Class,Nora Pelletier,Home Office,United States,San Francisco,California,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0,4.8609
CA-2013-112109,09-07-2013,13-07-2013,Standard Class,Joe Elijah,Consumer,United States,Broomfield,Colorado,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312
CA-2013-112109,09-07-2013,13-07-2013,Standard Class,Joe Elijah,Consumer,United States,Broomfield,Colorado,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558
CA-2013-112109,09-07-2013,13-07-2013,Standard Class,Joe Elijah,Consumer,United States,Broomfield,Colorado,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,0.7,-6.1152
CA-2013-112109,09-07-2013,13-07-2013,Standard Class,Joe Elijah,Consumer,United States,Broomfield,Colorado,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574
CA-2012-109939,08-05-2012,12-05-2012,Standard Class,Allen Armold,Consumer,United States,Salem,Oregon,Office Supplies,Art,Newell 321,5.248,2,0.2,0.5904
CA-2013-112669,15-04-2013,15-04-2013,Same Day,Kean Takahito,Consumer,United States,Glendale,Arizona,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,4,0.2,105.0228
CA-2013-112669,15-04-2013,15-04-2013,Same Day,Kean Takahito,Consumer,United States,Glendale,Arizona,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,4,0.2,4.2976
CA-2011-164721,25-11-2011,27-11-2011,Second Class,Laurel Workman,Corporate,United States,Brentwood,California,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,0,93.0552
CA-2011-164721,25-11-2011,27-11-2011,Second Class,Laurel Workman,Corporate,United States,Brentwood,California,Furniture,Furnishings,Staples,23.88,3,0,10.5072
CA-2011-164721,25-11-2011,27-11-2011,Second Class,Laurel Workman,Corporate,United States,Brentwood,California,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,4,0,12.3096
